"id","summary_title","coords","lat","lng","URI","apiURI"
"term-10445","Deccan","53.4485,-2.3558","53.4485","-2.3558","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-10445","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-10445"
"term-10449","Agra","27.1753,78.0098","27.1753","78.0098","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-10449","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-10449"
"term-10510","Sawankhalok","17.3147,99.8323","17.3147","99.8323","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-10510","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-10510"
"term-106176","Cambridge (Cambs.)","52.1976,0.1392","52.1976","0.1392","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106176","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106176"
"term-106216","London","51.5073,-0.1276","51.5073","-0.1276","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106216","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106216"
"term-106233","Glasgow","55.861,-4.2489","55.861","-4.2489","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106233","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106233"
"term-106290","Messina","38.1938,15.5542","38.1938","15.5542","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106290","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106290"
"term-106294","unknown","-7.8345,112.4178","-7.8345","112.4178","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106294","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106294"
"term-106296","Wye","51.7242,-2.6818","51.7242","-2.6818","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106296","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106296"
"term-106304","Deutz","50.9368,6.973","50.9368","6.973","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106304","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106304"
"term-106317","Sherborne","50.9487,-2.5198","50.9487","-2.5198","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106317","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106317"
"term-106323","Lausanne","46.5218,6.6327","46.5218","6.6327","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106323","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106323"
"term-106324","Perugia","43.107,12.403","43.107","12.403","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106324","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106324"
"term-106328","Cologne","50.9384,6.96","50.9384","6.96","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106328","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106328"
"term-106364","Lavenham","52.11,0.7979","52.11","0.7979","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106364","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106364"
"term-106366","Rome","41.8933,12.4829","41.8933","12.4829","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106366","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106366"
"term-106395","Fulham","51.4744,-0.2061","51.4744","-0.2061","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106395","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106395"
"term-106398","Wareham","50.6869,-2.1098","50.6869","-2.1098","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106398","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106398"
"term-106404","Verona","45.4385,10.9924","45.4385","10.9924","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106404","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106404"
"term-106406","Essex","51.7705,0.4647","51.7705","0.4647","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106406","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106406"
"term-106427","Devon","50.7241,-3.6608","50.7241","-3.6608","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106427","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106427"
"term-106433","Zürich","47.3744,8.541","47.3744","8.541","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106433","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106433"
"term-106442","Avignon","43.9492,4.8059","43.9492","4.8059","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106442","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106442"
"term-106501","Amsterdam","52.3728,4.8936","52.3728","4.8936","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106501","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106501"
"term-106508","Florence","43.7699,11.2556","43.7699","11.2556","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106508","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106508"
"term-106509","Leipzig","51.3406,12.3747","51.3406","12.3747","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106509","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106509"
"term-106511","Milan","45.4642,9.1896","45.4642","9.1896","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106511","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106511"
"term-106516","Munich","48.1371,11.5754","48.1371","11.5754","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106516","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106516"
"term-106518","Venice","45.4372,12.3346","45.4372","12.3346","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106518","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106518"
"term-106526","Arundel","50.8545,-0.5648","50.8545","-0.5648","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106526","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106526"
"term-106528","León","42.6341,-5.9714","42.6341","-5.9714","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106528","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106528"
"term-106529","Mérida","38.9175,-6.3444","38.9175","-6.3444","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106529","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106529"
"term-106531","Broughton","53.5687,-0.5435","53.5687","-0.5435","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106531","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106531"
"term-106534","Santiago de Compostela","42.8804,-8.5459","42.8804","-8.5459","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106534","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106534"
"term-106540","Bologna","44.4938,11.3426","44.4938","11.3426","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106540","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106540"
"term-106541","Ferrara","44.7668,11.8279","44.7668","11.8279","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106541","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106541"
"term-106544","New York","40.7127,-74.006","40.7127","-74.006","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106544","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106544"
"term-106545","Naples","40.8359,14.2488","40.8359","14.2488","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106545","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106545"
"term-106546","Turin","45.0678,7.6825","45.0678","7.6825","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106546","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106546"
"term-106548","Chicago","41.8756,-87.6244","41.8756","-87.6244","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106548","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106548"
"term-106549","Vienna","48.2084,16.3725","48.2084","16.3725","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106549","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106549"
"term-106550","Washington","38.895,-77.0365","38.895","-77.0365","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106550","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106550"
"term-106551","Berlin","52.517,13.3889","52.517","13.3889","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106551","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106551"
"term-106556","Brunswick","52.2647,10.5236","52.2647","10.5236","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106556","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106556"
"term-106561","The Hague","52.08,4.3113","52.08","4.3113","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106561","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106561"
"term-106564","Doornspijk","52.4195,5.8209","52.4195","5.8209","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106564","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106564"
"term-106565","Gent","51.0538,3.725","51.0538","3.725","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106565","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106565"
"term-106567","Westminster","51.5004,-0.1265","51.5004","-0.1265","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106567","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106567"
"term-106570","Alford","53.2615,0.1744","53.2615","0.1744","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106570","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106570"
"term-106571","Ely","52.4019,0.2839","52.4019","0.2839","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106571","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106571"
"term-106574","Brussels","50.8466,4.3517","50.8466","4.3517","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106574","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106574"
"term-106575","Carcassonne","43.213,2.3491","43.213","2.3491","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106575","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106575"
"term-106576","Folkestone","51.0791,1.1794","51.0791","1.1794","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106576","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106576"
"term-106578","Rouen","49.4405,1.094","49.4405","1.094","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106578","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106578"
"term-106581","Münster (Westf.)","51.9564,7.6358","51.9564","7.6358","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106581","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106581"
"term-106591","Winchester","51.0613,-1.3132","51.0613","-1.3132","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106591","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106591"
"term-106597","Turkey","38.9598,34.925","38.9598","34.925","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106597","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106597"
"term-106599","Groningen","53.2191,6.568","53.2191","6.568","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106599","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106599"
"term-106604","Marseille","43.2962,5.37","43.2962","5.37","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106604","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106604"
"term-106614","Dieppe","49.9246,1.0791","49.9246","1.0791","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106614","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106614"
"term-106615","Bath","51.3814,-2.3597","51.3814","-2.3597","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106615","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106615"
"term-106619","Rye","46.8713,5.4298","46.8713","5.4298","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106619","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106619"
"term-106622","Portsmouth","50.8037,-1.0756","50.8037","-1.0756","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106622","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106622"
"term-106626","Leiden","52.1518,4.4811","52.1518","4.4811","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106626","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106626"
"term-106627","Utrecht","52.081,5.1277","52.081","5.1277","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106627","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106627"
"term-106629","Italy","42.6384,12.6743","42.6384","12.6743","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106629","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106629"
"term-106643","Durham","35.9967,-78.9018","35.9967","-78.9018","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106643","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106643"
"term-106646","Tokyo","35.6828,139.7595","35.6828","139.7595","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106646","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106646"
"term-106652","Hamburg","53.5503,10.0007","53.5503","10.0007","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106652","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106652"
"term-106653","Warwickshire","52.3213,-1.5537","52.3213","-1.5537","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106653","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106653"
"term-106656","Greenwich","51.4821,-0.0045","51.4821","-0.0045","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106656","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106656"
"term-106658","Spain","39.3261,-4.838","39.3261","-4.838","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106658","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106658"
"term-106663","Bern","46.9483,7.4515","46.9483","7.4515","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106663","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106663"
"term-106664","Switzerland","46.7986,8.232","46.7986","8.232","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106664","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106664"
"term-106665","Netherlands","52.2289,5.3215","52.2289","5.3215","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106665","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106665"
"term-106666","Greece","38.9954,21.9877","38.9954","21.9877","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106666","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106666"
"term-106680","Guildford","51.2356,-0.5732","51.2356","-0.5732","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106680","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106680"
"term-106697","Gloucester","51.8654,-2.2458","51.8654","-2.2458","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106697","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106697"
"term-106699","Saint-Cloud","48.8437,2.2193","48.8437","2.2193","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106699","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106699"
"term-106700","Bristol","51.4538,-2.5973","51.4538","-2.5973","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106700","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106700"
"term-106702","Southwold","52.3267,1.6795","52.3267","1.6795","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106702","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106702"
"term-106706","Watford","51.6554,-0.3957","51.6554","-0.3957","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106706","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106706"
"term-106707","Gravesend","51.4425,0.3694","51.4425","0.3694","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106707","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106707"
"term-106709","Cornwall","50.4433,-4.6247","50.4433","-4.6247","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106709","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106709"
"term-106714","Dunwich","52.2769,1.6285","52.2769","1.6285","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106714","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106714"
"term-106715","Antwerp","51.2211,4.3997","51.2211","4.3997","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106715","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106715"
"term-106717","St. David's","51.8813,-5.2662","51.8813","-5.2662","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106717","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106717"
"term-106720","Watchet","51.1789,-3.3308","51.1789","-3.3308","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106720","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106720"
"term-106721","Rotherhithe","51.5003,-0.0436","51.5003","-0.0436","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106721","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106721"
"term-106724","Lowestoft","52.4766,1.7538","52.4766","1.7538","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106724","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106724"
"term-106727","Poitiers","46.5803,0.3402","46.5803","0.3402","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106727","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106727"
"term-106729","King's Lynn","52.7539,0.3955","52.7539","0.3955","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106729","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106729"
"term-106730","Vicenza","45.6349,11.4064","45.6349","11.4064","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106730","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106730"
"term-106746","Arles","43.6776,4.631","43.6776","4.631","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106746","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106746"
"term-106747","Hildesheim","52.1522,9.9513","52.1522","9.9513","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106747","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106747"
"term-106753","Perpignan","42.6985,2.8953","42.6985","2.8953","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106753","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106753"
"term-106755","Narbonne","43.1838,3.0042","43.1838","3.0042","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106755","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106755"
"term-106758","Clermont-Ferrand","45.7775,3.0819","45.7775","3.0819","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106758","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106758"
"term-106768","Frankfurt","50.1106,8.6821","50.1106","8.6821","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106768","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106768"
"term-106773","Richmond (Yorks.)","-29.0587,153.3246","-29.0587","153.3246","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106773","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106773"
"term-106781","Hague","46.0282,-99.9982","46.0282","-99.9982","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106781","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106781"
"term-106783","Philadelphia (Lydia)","39.9943,-75.1467","39.9943","-75.1467","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106783","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106783"
"term-106787","India","22.3511,78.6677","22.3511","78.6677","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106787","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106787"
"term-106815","Weimar","50.981,11.3297","50.981","11.3297","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106815","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106815"
"term-106821","New Haven","41.3082,-72.9251","41.3082","-72.9251","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106821","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106821"
"term-106824","Sutton","30.5122,-100.5384","30.5122","-100.5384","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106824","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106824"
"term-106826","Winchcombe","51.9528,-1.9675","51.9528","-1.9675","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106826","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106826"
"term-106831","Castor","52.5723,-0.3405","52.5723","-0.3405","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106831","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106831"
"term-106838","Newcastle","54.9738,-1.6132","54.9738","-1.6132","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106838","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106838"
"term-106848","Mallorca","39.6134,2.8804","39.6134","2.8804","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106848","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106848"
"term-106849","Montpellier","43.6112,3.8767","43.6112","3.8767","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106849","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106849"
"term-106850","Rennes","48.1113,-1.68","48.1113","-1.68","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106850","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106850"
"term-106860","Aix-en-Provence","43.5298,5.4475","43.5298","5.4475","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106860","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106860"
"term-106866","Wapping","51.5054,-0.0587","51.5054","-0.0587","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106866","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106866"
"term-106868","Lymington","50.7584,-1.5427","50.7584","-1.5427","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106868","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106868"
"term-106869","Ramsgate","51.3335,1.4196","51.3335","1.4196","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106869","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106869"
"term-106870","Ipswich","52.0579,1.1526","52.0579","1.1526","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106870","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106870"
"term-106873","Fontainebleau","48.4049,2.7016","48.4049","2.7016","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106873","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106873"
"term-106874","Nice","43.7009,7.2684","43.7009","7.2684","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106874","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106874"
"term-106877","Etretat","49.7075,0.2032","49.7075","0.2032","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106877","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106877"
"term-106879","Hastings","50.8554,0.5825","50.8554","0.5825","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106879","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106879"
"term-106880","Giverny","49.0761,1.5271","49.0761","1.5271","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106880","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106880"
"term-106883","Beauvais","49.4301,2.0823","49.4301","2.0823","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106883","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106883"
"term-106885","Port-Marly","48.8788,2.1151","48.8788","2.1151","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106885","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106885"
"term-106887","Pontoise","49.0509,2.1008","49.0509","2.1008","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106887","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106887"
"term-106888","Eragny","49.0192,2.0911","49.0192","2.0911","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106888","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106888"
"term-106889","Montfoucault","character(0)","NULL","NULL","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106889","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106889"
"term-106892","Hanover","52.3745,9.7386","52.3745","9.7386","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106892","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106892"
"term-106901","Chaville","48.8087,2.1883","48.8087","2.1883","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106901","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106901"
"term-106902","Nottingham","52.9534,-1.1496","52.9534","-1.1496","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106902","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106902"
"term-106919","Barcelona","41.3829,2.1774","41.3829","2.1774","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106919","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106919"
"term-106920","Godstone","51.2219,-0.0565","51.2219","-0.0565","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106920","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106920"
"term-106922","Lisbon","38.7078,-9.1366","38.7078","-9.1366","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106922","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106922"
"term-106923","Vernet-les-Bains","42.5485,2.3879","42.5485","2.3879","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106923","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106923"
"term-106924","Libourne","44.9134,-0.2427","44.9134","-0.2427","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106924","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106924"
"term-106925","Chambolle-Musigny","47.1864,4.9533","47.1864","4.9533","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106925","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106925"
"term-106926","St Jean-De-Luz","43.3871,-1.6636","43.3871","-1.6636","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106926","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106926"
"term-106931","Ronda","36.7421,-5.1666","36.7421","-5.1666","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106931","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106931"
"term-106933","Rotterdam","51.9244,4.4778","51.9244","4.4778","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106933","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106933"
"term-106934","Boccadasse","44.3898,8.9748","44.3898","8.9748","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106934","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106934"
"term-106935","Wiesbaden","50.082,8.2417","50.082","8.2417","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106935","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106935"
"term-106936","Brentford","51.4864,-0.3217","51.4864","-0.3217","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106936","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106936"
