"id","summary_title","publicationPlace","publicationDate","URI","apiURI"
"publication-272","L'opera completa di Sebastiano del Piombo","Milano","1980","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-272","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-272"
"publication-2720","Biscuit and Parian Porcelain, 6 June 1988","London?","NULL","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2720","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2720"
"publication-2721","Eighteenth Century English Porcelain Figures 1745-1795","Woodbridge","1981","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2721","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2721"
"publication-2722","Japanese Porcelain","London","1955","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2722","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2722"
"publication-2723","Porcelaine tendre de Chantilly au XVIIIe siècle","Colmar, Paris","1996","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2723","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2723"
"publication-2724","French Eighteenth-Century Porcelain at the Wadsworth Atheneum, The J. Pierpont Morgan Collection","Hartford, Connecticut","2000","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2724","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2724"
"publication-2725","French Porcelain of the 18th Century","London","1950","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2725","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2725"
"publication-2726","Discovering the Secrets of Soft-Paste Porcelain at the Saint-Cloud Manufactory ca. 1690-1766","New Haven and London","1999","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2726","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2726"
"publication-2727","Minton 1798-1910","London","1976","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2727","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2727"
"publication-2728","Christie's Sale Catalogue, 21st November 1977","London","1977","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2728","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2728"
"publication-2729","The Illustrated Guide to Victorian Parian China","London","1971","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2729","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2729"
"publication-273","Pittura e controriforma: l'arte senza tempo di Scipione da Gaeta","Turin","1957","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-273","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-273"
"publication-2730","Eighteenth Century English Porcelain, A Selection from the Godden Reference Collection","London","1985","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2730","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2730"
"publication-2731","English Porcelain, 1745-1850","London","1965","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2731","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2731"
"publication-2732","The Treasure Houses of Great Britain","Washington","1985","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2732","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2732"
"publication-2733","The Pottery and Porcelain of Swansea and Nantgarw","London","1942","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2733","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2733"
"publication-2734","Nantgarw Porcelain","Newport (Monmouths.)","1948","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2734","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2734"
"publication-2735","Nineteenth Century English Pottery and Porcelain","London?","1952","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2735","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2735"
"publication-2736","Later English and Continental Ceramics, 7th March 1989","London?","1989","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2736","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2736"
"publication-2737","Illustrated Guide to Ridgway Porcelains","London","1972","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2737","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2737"
"publication-2738","The Gentleman's Magazine, vol. XVI","NULL","NULL","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2738","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2738"
"publication-2739","McCalmont's Parliamentary Poll Book of all Elections 1832-1918","NULL","1971","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2739","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2739"
"publication-274","The Art of Giovanni Antonio Pordenone: Between Dialect and Language","Cambridge (Cambs.)","1996","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-274","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-274"
"publication-2740","The Rise of the Staffordshire Potteries","NULL","1971","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2740","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2740"
"publication-2741","The Illustrated Guide to Rockingham Pottery and Porcelain","London","1971","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2741","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2741"
"publication-2742","Spode Printed Ware","London","1983","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2742","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2742"
"publication-2744","Rockingham Pottery and Porcelain 1745-1842","London","1983","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2744","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2744"
"publication-2746","Federico Barocci, A Critical Study in Italian Cinquecento Painting","Uppsala","1955","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2746","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2746"
"publication-2747","Federico Barocci","Copenhagen","1962","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2747","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2747"
"publication-2749","Rockingham Pottery and Porcelain","London","1971","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2749","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2749"
"publication-275","Review 1997","London?","1998","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-275","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-275"
"publication-2750","Later English and Continental Ceramics and Glass, 18th July 1989","London?","1989","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2750","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2750"
"publication-2751","Swansea Porcelain Shapes and Decoration","Cowbridge","1988","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2751","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2751"
"publication-2752","Welsh Porcelain, Regency Porcelain including the collection of Hubert Hedley Wastell","London?","1998","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2752","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2752"
"publication-2753","The Ceramic Art of Great Britain","London","1878","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2753","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2753"
"publication-2754","A Celebration of Yorkshire Pots. The Eighth Exhibition from the Northern Ceramic Society","Rotherham","1997","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2754","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2754"
"publication-2755","Don Pottery 1801-1893","Doncaster","1983","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2755","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2755"
"publication-2758","Bow Porcelain Figures circa 1748-1774","London","1992","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2758","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2758"
"publication-2759","The James A. De Rothschild Collection at Waddesdon Manor, Meissen and other European Porcelain","Fribourg","1971","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2759","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2759"
"publication-276","Simone Martini e 'chompagni'","Florence","1985","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-276","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-276"
"publication-2760","Meissen Portrait Figures","London","1987","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2760","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2760"
"publication-2761","Bow Porcelain and the London Theatre: vivitur ingenio","Hancock, Michigan","1996","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2761","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2761"
"publication-2762","William Duesbury's London Account Book 1751-1753","London","1931","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2762","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2762"
"publication-2763","European Porcelain of the 18th Century","Oxford","1983","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2763","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2763"
"publication-2764","Belton House, Lincolnshire","London","1992","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2764","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2764"
"publication-2765","English Pottery and Porcelain, 19th April 1982","London","1982","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2765","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2765"
"publication-2766","The Important Collection of Fine English Porcelain, The Property of the Late Sir Bernard Eckstein Barrett, 29th March 1949","London","1949","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2766","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2766"
"publication-2767","British and Irish Ceramics, 27th May 1986","London","1986","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2767","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2767"
"publication-2768","Sale of Southwick House, the property of the late Mrs E.S. Borthwick-Norton, 18th October 1988","London","1988","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2768","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2768"
"publication-2769","British and Continental Ceramics, 11th October 1993","London","1993","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2769","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2769"
"publication-2770","British and Continental Ceramics, 5th December 1994","London","1994","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2770","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2770"
"publication-2771","Fine European Ceramics and Glass, 8th July 1997","London","1997","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2771","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2771"
"publication-2772","English Ceramics from the Elizabeth E. Stewart Collection, 22nd April 1994","New York","1994","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2772","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2772"
"publication-2773","English Porcelain and 19th Century European Ceramics, 13th February 1984","London","1984","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2773","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2773"
"publication-2774","Catalogue of the Important Collection of English and Continental Porcelain","London","1956","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2774","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2774"
"publication-2775","English Enamels and British and Irish Ceramics, 25th February 1986","London","1986","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2775","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2775"
"publication-2777","Figürliches Porzellan","Cologne","1975","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2777","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2777"
"publication-2778","British and Continental Ceramics and Glass, 7 October 1996","London","1996","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2778","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2778"
"publication-2779","Chelsea, Bow and Derby Porcelain Figures","Newport (Hants)","1955","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2779","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2779"
"publication-278","Drawings by the Old Masters at Wilton House","London?","1900/02","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-278","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-278"
"publication-2780","Catalogo degli ordini religiosi della Chiesa Militante","Rome","1706-10","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2780","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2780"
"publication-2782","The Henry C. and Martha L. Isaacson Collection, English, French and Italian Porcelain","London","1989","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2782","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2782"
"publication-2783","Good European Ceramics and Glass","London","1997","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2783","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2783"
"publication-2785","German Porcelain of the 18th Century","London","1972","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2785","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2785"
"publication-2786","Recueil des figures, groupes, thermes, fontaines, vases, statues, et autres ornemens tels qu'ils se voyent á present dans le Chateau et Parc de Versailles, gravae d'apres les origineaux par Simon Thomassin, graveur du Roy","Colmar, Paris","1694","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2786","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2786"
"publication-2787","French Sculptors of the 17th and 18th Centuries: The Reign of Louis XIV. Illustrated Catalogue","Oxford","1977-1987","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2787","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2787"
"publication-2788","Versailles Gardens, Sculpture and Mythology","London","1985","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2788","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2788"
"publication-2789","The Man at Hyde Park Corner, Sculpture by John Cheere 1709-1787","Temple Newsam House","1974","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2789","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2789"
"publication-279","Disegni di Leonardo da Vinci","Rome","1926-1952","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-279","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-279"
"publication-2790","Bow Porcelain 1744-1776, A Special Exhibition of Documentary Material to Commemorate the Bi-centenary of the Retirement of Thomas Frye","London","1959","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2790","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2790"
"publication-2791","Katalog der ausgwahlten und erstklassigen Sammlung Alt-Meissner Porzellan aller Stilrichtungen des XVIII Jahrhunderts nebst einem Anhang Porzellan anderer Manufakturen des herren Rentners C.H. Fisher in Dresden","Cologne","1906","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2791","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2791"
"publication-2792","English Porcelain and 19th Century European Ceramics","London","1982","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2792","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2792"
"publication-2793","Sotheby's Sale Catalogue, 25th September 1979","London?","1979","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2793","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2793"
"publication-2794","British Ceramics","London","1989","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2794","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2794"
"publication-2795","Philip's Sale Catalogue, 11th June 1986","London?","1986","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2795","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2795"
"publication-2796","Christie's Sale Catalogue, 16th November 1992","London","1992","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2796","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2796"
"publication-2797","Musée Cognacq-Jay, II, Porcelaines","Paris","1983","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2797","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2797"
"publication-2798","Catalogue of the Lady Ludlow Collection","London","1932","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2798","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2798"
"publication-280","Drawings of the Florentine Painters","Chicago","1938","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-280","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-280"
"publication-2800","Die Meissener Porzellantiere im 18. Jahrhundert","Berlin","1959","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2800","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2800"
"publication-2801","Fine British Ceramics","London","1986","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2801","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2801"
"publication-2803","The Watney Collection of Fine Early English Porcelain, Part 1","London","1999","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2803","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2803"
"publication-2804","British Ceramics, 11th February 1991","London?","1991","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2804","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2804"
"publication-2805","Antiques, 1960","NULL","NULL","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2805","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2805"
"publication-2806","The Art of Ceramics, European Ceramic Design 1500-1830","New Haven and London","2001","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2806","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2806"
"publication-2807","Fine English Pottery and Porcelain, 14th February 1961","London?","1961","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2807","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2807"
"publication-2808","English Pottery and Porcelain and 19th century European Ceramics, 18th June 1984","London","1984","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2808","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2808"
"publication-2809","Garden Statuary, Architectural Fittings and Fire Surrounds, 22nd May 1990","London","1990","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2809","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2809"
"publication-281","The Drawings of Leonardo da Vinci","London?","1946","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-281","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-281"
"publication-2810","The Dwight and Lucille Beeson Wedgwood Collection in the Birmingham Museum of Art, Birmingham, Alabama","Birmingham, Alabama","1992","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2810","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2810"
"publication-2811","The Dwight and Lucille Beeson Wedgwood Collection at the Birmingham Museum of Art","Birmingham, Alabama","1992","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2811","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2811"
"publication-2812","Das Meissner Porzellan und seine Geschichte","Leipzig","1900","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2812","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2812"
"publication-2814","Meissener Porzellan des 18. Jahrhunderts in Hamburger Privatbesitz","Hamburg","1982","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2814","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2814"
"publication-2815","British Ceramics and Glass, 25th May 1993","London","1993","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2815","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2815"
"publication-2816","Commedia dell'Arte Fest der Komödianten","Berlin","2001","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2816","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2816"
"publication-2817","Messien: Steinzeug und Porzellan des 18. Jahrhunderts Kunstgewerbemuseum Berlin","Berlin","1980","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2817","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2817"
"publication-2818","L'oeuvre gravé de François Boucher dans la collection Edmond de Rothschild","Colmar, Paris","1978","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2818","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2818"
"publication-2819","Transactions of the English Ceramic Circle","NULL","NULL","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2819","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2819"
"publication-282","L'opera Completa di Tintoretto","NULL","1970","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-282","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-282"
"publication-2820","British Ceramics, 18th May 1992","London","1992","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2820","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2820"
"publication-2821","English Pottery and Porcelain and 19th Century Ceramics, 13th June 1983","London","1983","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2821","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2821"
"publication-2822","Chelsea Porcelain, the Red Anchor Wares","Leigh-on-Sea","1951","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2822","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2822"
"publication-2823","English and Continental Pottery, Porcelain and Enamels, 23rd June 1987","London","1987","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2823","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2823"
"publication-2824","Sotheby's Sale Catalogue, 31st March 1953","London","1953","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2824","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2824"
"publication-2825","English Enamels and British and Irish Ceramics, 26th February 1986","London","1986","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2825","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2825"
"publication-2826","Important Mobilier Objets d'Art, Tapisseries et Porcelaines","Monaco","NULL","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2826","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2826"
"publication-2827","British and Continental Ceramics","London","1997","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2827","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2827"
"publication-2828","The Constitution of the Company of Watermen and Lightermen, As Amended by the Right Honourable the Court of Lord Mayor and Aldermen","London","1730","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2828","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2828"
"publication-2829","Thomas Doggett Deceased, A Famous Comedian","London","1908","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2829","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2829"
"publication-283","Old Master Paintings in Britain","NULL","1976","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-283","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-283"
"publication-2830","The Weekly Journal, 1766","NULL","1766","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2830","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2830"
"publication-2831","Schreiber Collection: Catalogue of English Porcelain, Earthenware, Enamels &c.: collected by Charles Schreiber Esq., M.P. and the Lady Charlotte Elizabeth Schreiber, and presented to the South Kensington Museum in 1884","London","1885","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2831","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2831"
"publication-2832","Important French Furniture and Clocks, 15th June 1990","London","1990","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2832","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2832"
"publication-2833","Porcelain, Guides to European Decorative Arts, Philadelphia Museum of Art","Philadelphia (Lydia)","1983","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2833","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2833"
"publication-2834","English Porcelain, 19th May 1970","London","1970","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2834","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2834"
"publication-2835","English Porcelain","London?","1982","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2835","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2835"
"publication-2836","The Cheyne Book of Chelsea China and Pottery","London","1924","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2836","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2836"
"publication-2837","Sotheby's Sale Catalogue, 3rd November 1943","London?","1943","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2837","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2837"
"publication-2838","Sotheby's Sale Catalogue, 5th October 1976","London","1976","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2838","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2838"
"publication-2839","Sotheby's Sale Catalogue","London","NULL","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2839","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2839"
"publication-284","Tintoretto, le opere sacre e profane","Milan","1982","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-284","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-284"
"publication-2840","Bibliothèque Nationale, Inventaire des fonds français graveurs du XVIIIe siècle","Colmar, Paris","1930-55","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2840","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2840"
"publication-2841","Dresden China: An Introduction to the Study of Meissen Porcelain","London","1934","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2841","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2841"
"publication-2842","Made at New Canton, Bow Porcelain from the Collection of the London Borough of Newham","London","2000","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2842","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2842"
"publication-2843","Early European Porcelain as Collected by Otto Blohm","Munich","1953","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2843","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2843"
"publication-2844","Meissen China; an Illustrated History","NULL","1972","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2844","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2844"
"publication-2845","Derby Porcelain Figures 1750-1848","London","1990","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2845","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2845"
"publication-2847","Derby Porcelain 1750-1848","London","1971","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2847","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2847"
"publication-2848","Chelsea Porcelain at Williamsburg","Williamsburg, Virginia","1977","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2848","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2848"
"publication-2849","Chelsea Sale Catalogue, 1755","NULL","NULL","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-2849","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-2849"
"publication-285","Supplement to the Catalogue 'Titian Prince of Painters'","Washington","1990","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-285","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-285"
