"id","summary_title","venue","venueURI","venueAPIURI","venueID","earliestDate","latestDate","URI","apiURI"
"exhibition-10","Leonardo da Vinci, Quicentenary Exhibition","London","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106216","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106216","term-106216","1952","1952","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-10","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-10"
"exhibition-100","International Inventions Loan Exhibition","London","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106216","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106216","term-106216","1885","1885","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-100","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-100"
"exhibition-1000","(Tate Gallery, 1982)","London","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106216","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106216","term-106216","1982","1982","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1000","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1000"
"exhibition-1001","Treasures for the Nation, Conserving our Heritage","London","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106216","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106216","term-106216","1988","1902","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1001","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1001"
"exhibition-1002","Peintures anglaises des Collections d' York et du Yorkshire","NULL","NULL","NULL","NULL","NULL","NULL","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1002","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1002"
"exhibition-1003","XXVI Biennale","Venice","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106518","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106518","term-106518","1952","1952","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1003","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1003"
"exhibition-1004","Exposition Graham Sutherland","NULL","NULL","NULL","NULL","NULL","NULL","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1004","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1004"
"exhibition-1005","Graham Sutherland","Zürich","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106433","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106433","term-106433","1953","1953","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1005","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1005"
"exhibition-1006","Sutherland","Amsterdam","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106501","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106501","term-106501","1953","1953","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1006","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1006"
"exhibition-1007","Sutherland (1955)","NULL","NULL","NULL","NULL","NULL","NULL","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1007","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1007"
"exhibition-1008","Sutherland (1965)","NULL","NULL","NULL","NULL","NULL","NULL","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1008","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1008"
"exhibition-1009","Sutherland (1966)","NULL","NULL","NULL","NULL","NULL","NULL","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1009","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1009"
"exhibition-101","National Portraits","London","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106216","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106216","term-106216","1867","1867","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-101","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-101"
"exhibition-1011","La Maddelena tra sacroe profano","NULL","NULL","NULL","NULL","NULL","NULL","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1011","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1011"
"exhibition-1012","Les Figures de la Liberté","Geneva","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-107421","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-107421","term-107421","1995","1996","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1012","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1012"
"exhibition-1013","Modern Art and the Religious Imagination","NULL","NULL","NULL","NULL","NULL","NULL","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1013","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1013"
"exhibition-1014","L' Art en Europe 1946-1956","Saint Etienne","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-108846","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-108846","term-108846","1987","1902","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1014","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1014"
"exhibition-1015","Graham Sutherland (1962)","London","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106216","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106216","term-106216","1962","1962","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1015","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1015"
"exhibition-1016","(Society of British Artists, 1841)","London","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106216","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106216","term-106216","1841","1841","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1016","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1016"
"exhibition-1017","Old Masters and deceased masters of the British school","London","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106216","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106216","term-106216","1894","1894","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1017","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1017"
"exhibition-1018","Life and Landscape in Britain","London","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106216","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106216","term-106216","1981","1907","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1018","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1018"
"exhibition-1019","J.M.W Turner (1983-84)","NULL","NULL","NULL","NULL","NULL","NULL","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1019","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1019"
"exhibition-102","Old Masters (1878)","London","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106216","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106216","term-106216","1878","1878","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-102","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-102"
"exhibition-1021","Keith Vaughan retrospective exhibition","London","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106216","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106216","term-106216","1962","1962","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1021","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1021"
"exhibition-1022","(Leicester Galleries, 1958)","London","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106216","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106216","term-106216","1958","1958","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1022","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1022"
"exhibition-1025","(Waddington Galleries, n.d.)","London","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106216","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106216","term-106216","NULL","NULL","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1025","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1025"
"exhibition-1026","(Royal Academy, 1798)","London","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106216","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106216","term-106216","1798","1798","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1026","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1026"
"exhibition-1027","Pictures painted by James Ward Esq., R.A.","London","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106216","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106216","term-106216","1822","1822","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1027","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1027"
"exhibition-1028","Old Masters (1889)","Leeds (Yorks.)","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-107567","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-107567","term-107567","1889","1889","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1028","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1028"
"exhibition-1029","Animals","London","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106216","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106216","term-106216","1907","1907","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1029","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1029"
"exhibition-1030","James Ward and the Romantic Paintings of his period","London","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106216","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106216","term-106216","1952","1952","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1030","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1030"
"exhibition-1031","James Ward","London","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106216","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106216","term-106216","1960","1960","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1031","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1031"
"exhibition-1032","(Fitzwilliam Museum, 1883)","Cambridge (Cambs.)","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106176","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106176","term-106176","1883","1810","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1032","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1032"
"exhibition-1033","The Achievements of Captain Cook","Birmingham","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-107687","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-107687","term-107687","1979","1979","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1033","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1033"
"exhibition-1034","The Ingenious Mr John Webber R.A.","Bern","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106663","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106663","term-106663","1996","1996","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1034","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1034"
"exhibition-1035","(Incorporated Society of Artists, 1766)","London","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106216","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106216","term-106216","1766","1766","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1035","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1035"
"exhibition-1036","(Castle Museum and Art Gallery, 1914-17)","Nottingham","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106902","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106902","term-106902","1914","1917","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1036","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1036"
"exhibition-1037","Francis Wheatley, R.A.","NULL","NULL","NULL","NULL","NULL","NULL","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1037","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1037"
"exhibition-1038","Whistleriana","London","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106216","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106216","term-106216","1948","1948","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1038","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1038"
"exhibition-1039","Masterpieces of Scottish Portraiture","Edinburgh","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106987","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106987","term-106987","1981","1905","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1039","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1039"
"exhibition-104","Winter Exhibition (1908)","London","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106216","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106216","term-106216","1908","1908","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-104","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-104"
"exhibition-1040","International Exhibition (1874)","London","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106216","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106216","term-106216","1874","1874","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1040","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1040"
"exhibition-1041","The Art of Cricket","London","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106216","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106216","term-106216","1983","1983","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1041","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1041"
"exhibition-1042","Oil paintings and sketches by Richard Wilson, R.A.","NULL","NULL","NULL","NULL","NULL","NULL","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1042","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1042"
"exhibition-1043","(Royal Academy, 1779)","London","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106216","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106216","term-106216","1779","1779","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1043","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1043"
"exhibition-1044","Recent Acquisitions VII","London","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106216","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106216","term-106216","1952","1952","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1044","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1044"
"exhibition-1045","Richard Wilson","London","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106216","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106216","term-106216","1982","1983","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1045","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1045"
"exhibition-1049","(Unknown, 1979)","Colchester","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-107146","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-107146","term-107146","1979","1979","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1049","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1049"
"exhibition-105","Shakespeare in Art","Nottingham","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106902","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106902","term-106902","1961","1961","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-105","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-105"
"exhibition-1051","Wright of Derby","London","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106216","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106216","term-106216","1990","1990","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1051","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1051"
"exhibition-1052","The Bible","Cambridge (Cambs.)","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106176","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106176","term-106176","1980","1980","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1052","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1052"
"exhibition-1053","Marine Artists","London","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106216","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106216","term-106216","1937","1937","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1053","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1053"
"exhibition-1055","Etchings and Lithographs by 19th and 20th century masters","NULL","NULL","NULL","NULL","NULL","NULL","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1055","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1055"
"exhibition-1057","19th Century French Etchings by Charles Méryon & others","Cambridge (Cambs.)","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106176","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106176","term-106176","1939","1939","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1057","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1057"
"exhibition-1058","An exhibition of 19th & 20th century French Prints, Part I","Cambridge (Cambs.)","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106176","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106176","term-106176","1949","1910","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1058","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1058"
"exhibition-1059","Tennyson and Trollope: Book Illustrations by John Everett Millais (1829-96)","Cambridge (Cambs.)","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106176","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106176","term-106176","1996","1996","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1059","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1059"
"exhibition-106","Ford Madox Brown","NULL","NULL","NULL","NULL","NULL","NULL","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-106","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-106"
"exhibition-1061","Gwen Raverat","Cambridge (Cambs.)","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106176","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106176","term-106176","1998","1998","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1061","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1061"
"exhibition-1062","The Graphic Work of Gwen Raverat (1885-1957)","Cambridge (Cambs.)","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106176","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106176","term-106176","1977","1977","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1062","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1062"
"exhibition-1063","All for Art: The Ricketts & Shannon Collection","Cambridge (Cambs.)","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106176","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106176","term-106176","1979","1979","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1063","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1063"
"exhibition-1065","Works by André (Albert-Marie) Dunoyer de Segonzac (1884-1974)","Cambridge (Cambs.)","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106176","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106176","term-106176","1975","1975","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1065","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1065"
"exhibition-1066","Exhibition of works of art, given and bequeathed by the late G.J.F. Knowles","Cambridge (Cambs.)","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106176","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106176","term-106176","1959","1960","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1066","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1066"
"exhibition-1067","Etchings by James Abbott Mc Neill Whistler","Cambridge (Cambs.)","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106176","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106176","term-106176","1971","1904","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1067","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1067"
"exhibition-1068","Prints by J.A. McNeill Whistler","Cambridge (Cambs.)","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106176","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106176","term-106176","1952","1902","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1068","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1068"
"exhibition-1069","Works by André (Albert Marie) Dunoyer de Segonzac (1884-1974)","Cambridge (Cambs.)","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106176","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106176","term-106176","1975","1975","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1069","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1069"
"exhibition-107","Shakespeare in Art (1964)","London","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106216","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106216","term-106216","1964","1964","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-107","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-107"
"exhibition-1070","Plagiarism Personified? European Pottery and Porcelain Figures","Cambridge (Cambs.)","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106176","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106176","term-106176","1986","1986","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1070","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1070"
"exhibition-1072","Victorian and Edwardian Decorative Art - The Handley-Read Collection","London","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106216","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106216","term-106216","1972","1972","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1072","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1072"
"exhibition-1073","Fantastic Illustration and Design in Britain 1850-1930","New York","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106544","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106544","term-106544","1979","1979","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1073","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1073"
"exhibition-1074","Beauty's Awakening, The Centenary Exhibition of the Art Workers Guild","Brighton","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-107042","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-107042","term-107042","1984","1984","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1074","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1074"
"exhibition-1075","The Boscawen Collection: Renaissance Bronzes","Cambridge (Cambs.)","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106176","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106176","term-106176","1997","1997","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1075","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1075"
"exhibition-1076","Leicester Gallery Exhibition","London","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106216","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106216","term-106216","1920","1920","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1076","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1076"
"exhibition-1077","Tempus, The Art of Time","Cambridge (Cambs.)","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106176","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106176","term-106176","2000","2000","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1077","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1077"
"exhibition-108","Works by Ford Madox Brown","London","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106216","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106216","term-106216","1909","1909","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-108","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-108"
"exhibition-1080","Rebel Angel, Sculpture and Watercolours of Sir Jacob Epstein 1880-1959","Birmingham","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-107687","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-107687","term-107687","1980","1980","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1080","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1080"
"exhibition-1082","The Villas of Regents Park","London","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106216","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106216","term-106216","1981","1981","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1082","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1082"
"exhibition-1083","Alfred Gilbert 1854-1934 Sculptor and Goldsmith","London","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106216","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106216","term-106216","1986","1986","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1083","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1083"
"exhibition-1084","Reverie Myth, Sensuality: Sculpture in Britain 1880-1910","Staffordshire","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-107658","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-107658","term-107658","1992","1992","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1084","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1084"
"exhibition-1085","The Last Romantics, The Romantic Tradition in British Art","London","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106216","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106216","term-106216","1989","1989","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1085","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1085"
"exhibition-1086","Victorian High Renaissance","Minneapolis","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-107752","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-107752","term-107752","1978","1978","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1086","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1086"
